"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	7414	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	Suppressed	3007	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Female"	"F"			Suppressed	92740	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	Suppressed	849	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	3480	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	4530	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	4523	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	4069	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	4255	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	8805	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	8581	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	10954	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	13818	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	14764	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	6772	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	Suppressed	1752	Suppressed	Suppressed
	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"	"Male"	"M"			Suppressed	87152	Suppressed	Suppressed
"Total"	"2015"	"2015"	"Sussex County, DE"	"10005"	"White"	"2106-3"					Suppressed	179892	Suppressed	Suppressed
"Total"	"2015"	"2015"	"Sussex County, DE"	"10005"							Suppressed	215376	Suppressed	Suppressed
"Total"	"2015"	"2015"									Suppressed	944076	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	47	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	42	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	47	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	41	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	56	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	107	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	87	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	116	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	110	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	77	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	39	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	22	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"			Suppressed	800	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	35	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	34	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	31	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	36	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	67	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	111	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	71	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	92	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	103	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	56	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	27	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	10	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"			Suppressed	682	Suppressed	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"American Indian or Alaska Native"	"1002-5"					Suppressed	1482	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"< 1 year"	"1"	Suppressed	29	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	103	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	134	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	169	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	157	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	141	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	396	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	403	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	433	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	334	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	260	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	132	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"85+ years"	"85+"	Suppressed	39	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"			Suppressed	2730	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"< 1 year"	"1"	Suppressed	28	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	105	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	121	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	149	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	189	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	191	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	315	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	350	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	294	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	177	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	132	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	70	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"85+ years"	"85+"	Suppressed	15	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"			Suppressed	2136	Suppressed	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"Asian or Pacific Islander"	"A-PI"					Suppressed	4866	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	345	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	1367	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	1685	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	1936	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	2412	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	2543	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	3247	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	2887	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	3138	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	2836	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	1936	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	879	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	326	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Female"	"F"			Suppressed	25537	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	365	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	1425	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	1834	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	1850	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	2167	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	2422	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	2937	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	2318	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	2652	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	2226	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	1565	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	652	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	176	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"	"Male"	"M"			Suppressed	22589	Suppressed	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"Black or African American"	"2054-5"					Suppressed	48126	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	Suppressed	655	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	2774	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	3615	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	3463	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	3393	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	3510	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	8209	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	7274	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	8088	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	8336	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	6922	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	3832	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	Suppressed	1499	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Female"	"F"			Suppressed	61570	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	Suppressed	673	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	2967	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	3617	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	3750	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	3620	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	3855	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	8315	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	6680	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	7705	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	7535	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	6164	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	2992	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	Suppressed	910	Suppressed	Suppressed
	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"	"Male"	"M"			Suppressed	58783	Suppressed	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"	"White"	"2106-3"					Suppressed	120353	Suppressed	Suppressed
"Total"	"2016"	"2016"	"Kent County, DE"	"10001"							Suppressed	174827	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	22	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	64	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	95	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	96	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	98	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	122	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	193	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	194	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	156	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	124	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	62	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	25	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	16	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"			Suppressed	1267	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	23	Suppressed	Suppressed
	"2016"	"2016"	"New Castle County, DE"	"10003"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	70	Suppressed	Suppressed
